17:44:24.958 [atcher-4] INFO     a.e.s.Slf4jLogger - Slf4jLogger started
17:48:00.319 [atcher-3] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.319 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.320 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.320 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.320 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.320 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.320 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.320 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.320 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.320 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.321 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.321 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.321 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.321 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.321 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.321 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.326 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.327 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.327 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.328 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.328 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.328 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.328 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.328 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.329 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.329 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.329 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.329 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.330 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.330 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.331 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.331 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.331 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.331 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.331 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.332 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.332 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.332 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.332 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.332 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.332 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.333 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.333 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.333 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.333 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.333 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.333 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.333 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.333 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.334 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.334 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.334 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.334 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.334 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.334 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.334 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.334 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.335 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.335 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.335 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.335 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.335 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.335 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.336 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.336 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.336 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.336 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.336 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.336 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.336 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.336 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.337 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.337 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.337 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.337 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.337 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.337 [atcher-4] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.337 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.337 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.337 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.337 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.338 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.338 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.338 [atcher-4] INFO     tph.LogFileReader - Card Death: [Power] PowerTaskList some TAG_CHANGE Entity=[name=some id=21 zone=some zonePos=55 some player=1 some tag=ZONE value=GRAVEYARD
17:48:00.339 [atcher-4] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=22 zone=PLAY zonePos=55 cardId=some player=1] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=2
17:48:00.339 [atcher-4] DEBUG       tph.GameStatus - received handled message CardDeath(some,21,55,1)
17:48:00.339 [atcher-4] DEBUG       tph.GameStatus - received handled message BoardPositionChange(22,1,2)
17:48:00.339 [atcher-4] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=23 zone=PLAY zonePos=55 cardId=some player=1] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=3
17:48:00.339 [atcher-4] DEBUG       tph.GameStatus - received handled message BoardPositionChange(23,1,3)
17:48:00.339 [atcher-4] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=24 zone=PLAY zonePos=55 cardId=some player=1] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=4
17:48:00.339 [atcher-4] DEBUG       tph.GameStatus - received handled message BoardPositionChange(24,1,4)
17:48:00.345 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:00.346 [atcher-2] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:48:00.458 [atcher-9] INFO     tph.LogFileReader - Card Death: [Power] PowerTaskList some TAG_CHANGE Entity=[name=some id=35 zone=some zonePos=55 some player=2 some tag=ZONE value=GRAVEYARD
17:48:00.458 [atcher-9] DEBUG       tph.GameStatus - received handled message CardDeath(some,35,55,2)
17:48:01.358 [atcher-7] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:48:04.319 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:06.319 [atcher-9] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:06.319 [atcher-9] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:48:06.320 [atcher-2] DEBUG         tph.ircLogic - received handled message Check
17:48:06.320 [atcher-2] DEBUG    t.r.ircLogicTests - received handled message EndTurn()
17:48:06.320 [atcher-2] DEBUG         tph.ircLogic - received handled message Activate
17:48:06.378 [tcher-13] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:48:09.339 [tcher-13] DEBUG         tph.ircLogic - received handled message Check
17:48:11.399 [atcher-2] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:48:12.359 [tcher-13] DEBUG         tph.ircLogic - received handled message Check
17:48:15.379 [atcher-2] DEBUG         tph.ircLogic - received handled message Check
17:48:16.318 [tcher-13] DEBUG    t.r.ircLogicTests - received handled message MultipleBindAdjustmentResults
17:48:16.318 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:48:16.318 [tcher-13] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:48:16.324 [atcher-2] INFO     t.r.ircLogicTests - MultipleBindAdjustmentTest Passed!
17:48:16.418 [tcher-13] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:48:16.418 [tcher-13] DEBUG       tph.GameStatus - received handled message GameOver()
17:48:16.418 [tcher-13] DEBUG    tph.LogFileReader - Game Status Cleared
17:48:16.418 [tcher-13] DEBUG    tph.LogFileReader - Reader file changed to testsituations/normalsetup.txt
17:48:16.518 [tcher-20] INFO     tph.LogFileReader - Friendly Player: 1, Enemy Player: 2
17:48:16.518 [tcher-20] DEBUG       tph.GameStatus - received handled message DefinePlayers(1)
17:48:16.519 [tcher-20] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card One id=1 zone=HAND zonePos=1 cardId=some player=1] pos from 0 -> 1
17:48:16.519 [tcher-20] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card One,1,1,1)
17:48:16.519 [tcher-20] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Two id=2 zone=HAND zonePos=2 cardId=some player=1] pos from 0 -> 2
17:48:16.519 [tcher-20] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Two,2,2,1)
17:48:16.519 [tcher-20] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Three id=3 zone=HAND zonePos=3 cardId=some player=1] pos from 0 -> 3
17:48:16.519 [tcher-20] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Three,3,3,1)
17:48:16.519 [tcher-20] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Four id=4 zone=HAND zonePos=4 cardId=some player=1] pos from 0 -> 4
17:48:16.519 [tcher-20] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Four,4,4,1)
17:48:16.519 [tcher-20] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Five id=5 zone=HAND zonePos=5 cardId=some player=1] pos from 0 -> 5
17:48:16.519 [tcher-20] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Five,5,5,1)
17:48:16.519 [tcher-20] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Six id=6 zone=HAND zonePos=6 cardId=some player=1] pos from 0 -> 6
17:48:16.519 [tcher-20] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Six,6,6,1)
17:48:16.519 [tcher-20] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Seven id=7 zone=HAND zonePos=7 cardId=some player=1] pos from 0 -> 7
17:48:16.519 [tcher-20] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Seven,7,7,1)
17:48:16.519 [tcher-20] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Eight id=8 zone=HAND zonePos=8 cardId=some player=1] pos from 0 -> 8
17:48:16.519 [tcher-20] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Eight,8,8,1)
17:48:16.519 [tcher-20] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Nine id=9 zone=HAND zonePos=9 cardId=some player=1] pos from 0 -> 9
17:48:16.520 [tcher-20] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Nine,9,9,1)
17:48:16.520 [tcher-20] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Ten id=10 zone=HAND zonePos=10 cardId=some player=1] pos from 0 -> 10
17:48:16.520 [tcher-20] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Ten,10,10,1)
17:48:16.520 [tcher-20] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=11 cardId=some type=some zone=HAND zonePos=1 player=2] pos from 0 -> 1
17:48:16.520 [tcher-20] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=12 cardId=some type=some zone=HAND zonePos=2 player=2] pos from 0 -> 2
17:48:16.520 [tcher-20] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=13 cardId=some type=some zone=HAND zonePos=3 player=2] pos from 0 -> 3
17:48:16.520 [tcher-13] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=14 cardId=some type=some zone=HAND zonePos=4 player=2] pos from 0 -> 4
17:48:16.520 [tcher-13] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=15 cardId=some type=some zone=HAND zonePos=5 player=2] pos from 0 -> 5
17:48:16.520 [tcher-13] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(11,1,2)
17:48:16.523 [tcher-13] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=16 cardId=some type=some zone=HAND zonePos=6 player=2] pos from 0 -> 6
17:48:16.523 [tcher-13] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(12,2,2)
17:48:16.523 [tcher-13] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=17 cardId=some type=some zone=HAND zonePos=7 player=2] pos from 0 -> 7
17:48:16.523 [tcher-13] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(13,3,2)
17:48:16.523 [tcher-13] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(14,4,2)
17:48:16.523 [tcher-13] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(15,5,2)
17:48:16.523 [tcher-13] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(16,6,2)
17:48:16.523 [tcher-13] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(17,7,2)
17:48:16.523 [tcher-13] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=18 cardId=some type=some zone=HAND zonePos=8 player=2] pos from 0 -> 8
17:48:16.523 [tcher-13] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=19 cardId=some type=some zone=HAND zonePos=9 player=2] pos from 0 -> 9
17:48:16.523 [tcher-13] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=20 cardId=some type=some zone=HAND zonePos=10 player=2] pos from 0 -> 10
17:48:16.523 [tcher-13] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Friendly Minion One id=21 zone=PLAY zonePos=1 some player=1 some
17:48:16.523 [tcher-13] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Friendly Minion Two id=22 zone=PLAY zonePos=2 some player=1 some
17:48:16.523 [tcher-13] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Friendly Minion Three id=23 zone=PLAY zonePos=3 some player=1 some
17:48:16.523 [tcher-13] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Friendly Minion Four id=24 zone=PLAY zonePos=4 some player=1 some
17:48:16.523 [tcher-13] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Friendly Minion Five id=25 zone=PLAY zonePos=5 some player=1 some
17:48:16.523 [tcher-13] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(18,8,2)
17:48:16.524 [tcher-13] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Enemy Minion One id=31 zone=PLAY zonePos=1 some player=2 some
17:48:16.524 [tcher-13] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(19,9,2)
17:48:16.524 [tcher-13] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Enemy Minion Two id=32 zone=PLAY zonePos=2 some player=2 some
17:48:16.524 [tcher-13] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(20,10,2)
17:48:16.524 [tcher-13] DEBUG       tph.GameStatus - received handled message MinionSummoned(Friendly Minion One,21,1,1)
17:48:16.524 [tcher-13] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Enemy Minion Three id=33 zone=PLAY zonePos=3 some player=2 some
17:48:16.524 [tcher-13] DEBUG       tph.GameStatus - received handled message MinionSummoned(Friendly Minion Two,22,2,1)
17:48:16.524 [tcher-13] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Enemy Minion Four id=34 zone=PLAY zonePos=4 some player=2 some
17:48:16.524 [tcher-13] DEBUG       tph.GameStatus - received handled message MinionSummoned(Friendly Minion Three,23,3,1)
17:48:16.524 [tcher-13] DEBUG       tph.GameStatus - received handled message MinionSummoned(Friendly Minion Four,24,4,1)
17:48:16.524 [tcher-13] DEBUG       tph.GameStatus - received handled message MinionSummoned(Friendly Minion Five,25,5,1)
17:48:16.524 [tcher-13] DEBUG       tph.GameStatus - received handled message MinionSummoned(Enemy Minion One,31,1,2)
17:48:16.524 [tcher-13] DEBUG       tph.GameStatus - received handled message MinionSummoned(Enemy Minion Two,32,2,2)
17:48:16.524 [tcher-13] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Enemy Minion Five id=35 zone=PLAY zonePos=5 some player=2 some
17:48:16.524 [tcher-13] DEBUG       tph.GameStatus - received handled message MinionSummoned(Enemy Minion Three,33,3,2)
17:48:16.524 [tcher-13] DEBUG       tph.GameStatus - received handled message MinionSummoned(Enemy Minion Four,34,4,2)
17:48:16.524 [tcher-13] DEBUG       tph.GameStatus - received handled message MinionSummoned(Enemy Minion Five,35,5,2)
17:48:18.398 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:48:21.409 [atcher-7] DEBUG         tph.ircLogic - received handled message Check
17:48:24.429 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:48:26.581 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!play 1, spot 1
17:48:26.581 [atcher-7] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@4ddc65ed)
17:48:27.441 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:48:27.613 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!play 3, spot 1
17:48:27.613 [atcher-7] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@37b6eeea)
17:48:29.562 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!att my 4, target his 1
17:48:29.562 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@38016526)
17:48:30.001 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!play 2, spot 1
17:48:30.001 [atcher-7] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@57b29f5f)
17:48:30.451 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:48:30.595 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!future
17:48:30.595 [atcher-7] DEBUG         tph.ircLogic - received handled message (Future(),voter1)
17:48:31.601 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!att my 1, target his 2
17:48:31.602 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@1670987b)
17:48:32.762 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!future
17:48:32.763 [atcher-7] DEBUG         tph.ircLogic - received handled message (Future(),voter1)
17:48:33.461 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:48:33.662 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!play 4, spot 1
17:48:33.663 [atcher-7] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@2d137039)
17:48:35.875 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!future
17:48:35.875 [tcher-12] DEBUG         tph.ircLogic - received handled message (Future(),voter1)
17:48:36.472 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:48:39.486 [atcher-7] DEBUG         tph.ircLogic - received handled message Check
17:48:40.136 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter1, login=~PircBot message=!att my 1, target his 2
17:48:40.136 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@5c5cf233)
17:48:42.506 [atcher-7] DEBUG         tph.ircLogic - received handled message Check
17:48:45.527 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:48:48.547 [atcher-7] DEBUG         tph.ircLogic - received handled message Check
17:48:49.610 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter2, login=~PircBot message=!play 1, spot 1
17:48:49.611 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@b3fb72e)
17:48:50.919 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!play 1, spot 1
17:48:50.919 [atcher-7] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@3ce9b7b)
17:48:51.567 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:48:54.587 [atcher-7] DEBUG         tph.ircLogic - received handled message Check
17:48:55.056 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!play 3, spot 1
17:48:55.056 [atcher-7] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@38a4cb3a)
17:48:56.813 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!att my 4, target his 1
17:48:56.813 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!play 2, spot 1
17:48:56.813 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!future
17:48:56.813 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!att my 1, target his 2
17:48:56.813 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!future
17:48:56.813 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!play 4, spot 1
17:48:56.813 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!future
17:48:56.814 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@2a852f15)
17:48:56.814 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@11f38d1c)
17:48:56.814 [tcher-12] DEBUG         tph.ircLogic - received handled message (Future(),voter3)
17:48:56.814 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@6783decb)
17:48:56.814 [tcher-12] DEBUG         tph.ircLogic - received handled message (Future(),voter3)
17:48:56.814 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@79e0341a)
17:48:56.814 [tcher-12] DEBUG         tph.ircLogic - received handled message (Future(),voter3)
17:48:57.607 [atcher-7] DEBUG         tph.ircLogic - received handled message Check
17:48:58.333 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter4, login=~PircBot message=!play 1, spot 1
17:48:58.333 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@7a1e51b4)
17:48:59.020 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter3, login=~PircBot message=!att my 1, target his 2
17:48:59.020 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter4, login=~PircBot message=!play 3, spot 1
17:48:59.020 [atcher-7] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@38ff456)
17:48:59.020 [atcher-7] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@4004db1f)
17:49:00.628 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:49:01.155 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter4, login=~PircBot message=!att my 4, target his 1
17:49:01.156 [atcher-7] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@76a0e99e)
17:49:02.038 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter4, login=~PircBot message=!play 2, spot 1
17:49:02.038 [tcher-12] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@7788b886)
17:49:02.738 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter4, login=~PircBot message=!future
17:49:02.738 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter2, login=~PircBot message=!play 3, spot 1
17:49:02.738 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter2, login=~PircBot message=!att my 4, target his 1
17:49:02.738 [d-Thread] DEBUG           tph.IrcBot - IRC message: sender=voter2, login=~PircBot message=!play 2, spot 1
17:49:02.738 [atcher-7] DEBUG         tph.ircLogic - received handled message (Future(),voter4)
17:49:02.738 [atcher-7] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@142a172)
17:49:02.738 [atcher-7] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@7d13c848)
17:49:02.738 [atcher-7] DEBUG         tph.ircLogic - received handled message CommandVote(tph.Command@1b2938d6)
17:49:03.649 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:49:06.669 [atcher-7] DEBUG         tph.ircLogic - received handled message Check
17:49:09.689 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:49:12.709 [atcher-7] DEBUG         tph.ircLogic - received handled message Check
17:49:15.729 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:49:18.749 [atcher-7] DEBUG         tph.ircLogic - received handled message Check
17:49:21.761 [tcher-12] DEBUG         tph.ircLogic - received handled message Check
17:49:23.422 [atcher-7] DEBUG         tph.ircLogic - received handled message Direct Decide
17:49:23.423 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
